loan_id,amount_loan,duration,payments,status,gender_clt,frequency,region,ratio of urban inhabitants,average salary,ratio enterpreneurs,criminality_growth,unemploymant_growth,age_at_loan,months_acc_at_loan,type_trans_count_c,type_trans_mean_c,amount_trans_mean,amount_trans_min,amount_trans_max,amount_trans_std,amount_trans_last,amount_trans_cov,amount_trans_abs_min,amount_trans_rangev,balance_mean,balance_min,balance_max,balance_std,balance_last,balance_cov,balance_abs_min,balance_rangev,balance_negative,months_until_bankrupt,ops_per_month
6153,285600,60,4760,Yes,F,weekly,central Bohemia,0.514,9307,0.118,0.004434404283801874,0.5799999999999996,14,8,24,0.4897959183673469,575.3938775510208,-33600.0,42729.0,15706.11022393578,4200.0,246681898.36642006,30.0,76329.0,49651.8918367347,1100.0,126077.1,26473.42182373544,28194.4,700842063.0574319,1100.0,124977.1,0,5,6.125
6157,98592,24,4108,Yes,F,after-transaction,central Bohemia,0.467,10124,0.141,0.005494982841753182,-0.020000000000000018,31,6,13,0.5,1687.380769230769,-24500.0,36975.0,15740.18703617004,-2700.0,247753487.93361542,68.7,61475.0,54128.56538461536,900.0,78713.7,19656.29438137193,62671.9,386369908.80715376,900.0,77813.7,0,15,4.333333333333333
6169,103680,60,1728,No,M,monthly,east Bohemia,0.591,8388,0.087,0.00010426767597777013,0.5299999999999998,23,20,44,0.4036697247706422,277.3183486238534,-13920.0,14422.5,5844.976840957274,-6200.0,34163754.27132688,14.6,28342.5,28250.10917431192,500.0,46520.1,9371.387579711678,30227.6,87822905.16917431,500.0,46020.1,0,17,5.45
6175,290700,60,4845,No,F,monthly,east Bohemia,0.619,8363,0.108,0.0016905015394354445,0.9700000000000002,36,13,42,0.42,115.74899999999975,-56400.0,49763.0,20815.30469658845,14400.0,433276909.61181724,5.1,106163.0,59647.42399999998,-2825.2,129626.3,31590.330595889613,11574.8,997948987.1576,300.0,132451.5,1,2,7.6923076923076925
6178,232560,48,4845,Yes,F,after-transaction,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,25,5,14,0.5185185185185185,1527.540740740741,-37300.0,39741.0,19095.755186795977,-11564.0,364647866.1540456,100.0,77041.0,63188.63333333334,600.0,102665.9,26204.030675466118,41243.5,686651223.6407691,600.0,102065.9,0,8,5.4
6185,31176,24,1299,Yes,M,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,27,5,12,0.5217391304347826,2202.0478260869563,-16900.0,29418.0,12849.710191244483,-1600.0,165115051.99897233,14.6,46318.0,46304.15217391303,700.0,65769.6,15340.950971615734,50647.1,235344776.7135178,700.0,65069.600000000006,0,38,4.6
6190,123600,60,2060,Yes,M,monthly,north Moravia,0.899,10177,0.081,0.0008059231850084271,1.12,28,10,20,0.40816326530612246,316.440816326531,-43300.0,47109.0,15765.43962695668,-14.6,248549086.63121596,14.6,90409.0,39514.6775510204,300.0,105255.7,23277.873093332153,15505.6,541859375.7492771,300.0,104955.7,0,7,4.9
6202,65184,12,5432,Yes,M,monthly,central Bohemia,0.41700000000000004,8980,0.111,-0.00014621437686091024,0.26,36,15,30,0.36585365853658536,829.2134146341464,-39900.0,48891.0,18176.255524503395,-7100.0,330376264.8920401,14.6,88791.0,47426.549999999974,900.0,102410.3,18172.768250468802,67995.4,330249505.88524693,900.0,101510.3,0,12,5.466666666666667
6210,87216,48,1817,No,M,monthly,south Bohemia,0.519,9045,0.124,0.0005782706306551466,0.4700000000000002,30,7,21,0.6363636363636364,657.3060606060608,-12600.0,16356.0,6304.685894086011,126.8,39749064.22308712,14.6,28956.0,28362.24848484848,200.0,41410.0,8425.332672368242,21705.9,70986230.64007576,200.0,41210.0,0,11,4.714285714285714
6216,141240,24,5885,Yes,M,monthly,east Bohemia,0.52,8187,0.094,0.00010720307185529534,0.6200000000000001,32,12,27,0.2647058823529412,449.7225490196078,-43500.0,52968.0,16080.692150131732,-4900.0,258588660.02730832,14.6,96468.0,57219.574509803846,1000.0,107784.1,19476.293991224597,45871.6,379326027.6326111,1000.0,106784.1,0,7,8.5
6223,61056,48,1272,Yes,F,monthly,south Moravia,0.48,8720,0.116,-0.00048161823727725157,0.77,37,12,23,0.359375,523.8328125000003,-13500.0,24372.0,8838.6079033715,-14.6,78120989.66954118,14.6,37872.0,36039.05156249998,900.0,55816.0,9064.78033824496,33525.3,82170242.58063243,900.0,54916.0,0,26,5.333333333333333
6227,28248,24,1177,Yes,F,monthly,east Bohemia,0.728,9538,0.111,-0.004114897281338418,0.30000000000000004,25,19,38,0.40425531914893614,358.82127659574473,-23400.0,30055.5,12577.335037621231,-14.6,158189356.6485747,14.6,53455.5,45582.44893617021,400.0,69893.0,11726.617607165179,33729.1,137513560.50467628,400.0,69493.0,0,28,4.947368421052632
6228,464520,60,7742,No,F,weekly,north Moravia,0.535,8909,0.113,0.0008751556767309569,1.5499999999999998,52,9,31,0.45588235294117646,1284.8573529411765,-41000.0,47757.0,18515.433732174413,290.7,342821286.2905421,30.0,88757.0,51760.01617647063,200.0,125943.1,27848.686707573845,101797.3,775549351.3366002,200.0,125743.1,0,13,7.555555555555555
6229,11736,24,489,Yes,M,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,56,18,36,0.2706766917293233,202.89172932330854,-22500.0,33098.0,10292.575569812925,-2200.0,105937111.86030987,14.6,55598.0,42224.43909774438,1100.0,70826.8,11703.03977104676,26984.4,136961139.88270223,1100.0,69726.8,0,55,7.388888888888889
6232,276660,36,7685,No,M,monthly,south Moravia,0.46,8772,0.126,0.002439709481963003,0.29000000000000004,45,11,30,0.5172413793103449,341.09310344827594,-9800.0,11600.0,4661.409938004492,4987.0,21728742.61012704,9.5,21400.0,19256.89482758621,500.0,32720.4,6029.338312664938,19783.2,36352920.48856927,500.0,32220.4,0,2,5.2727272727272725
6244,270648,36,7518,No,M,weekly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,57,10,36,0.5,708.2861111111112,-52700.0,47433.0,20562.96641988107,-25800.0,422835587.9851565,30.0,100133.0,60819.976388888885,200.0,134501.4,29717.34457286979,50996.5,883120568.462674,200.0,134301.4,0,6,7.2
6253,59760,24,2490,Yes,M,monthly,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,35,11,22,0.4074074074074074,761.7259259259262,-21440.0,34557.0,12619.737173177173,-14.6,159257766.32006988,14.6,55997.0,40204.4648148148,300.0,69643.1,12827.193914171468,41133.1,164536903.7117575,300.0,69343.1,0,16,4.909090909090909
6272,398640,60,6644,Yes,F,weekly,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,34,17,34,0.3953488372093023,689.7302325581394,-48100.0,59793.0,24531.737124012707,-30800.0,601806126.3216634,30.0,107893.0,63383.57558139535,400.0,121689.5,21947.881092045613,59316.9,481709484.4305731,400.0,121289.5,0,8,5.0588235294117645
6279,87360,24,3640,Yes,M,monthly,north Bohemia,0.598,8965,0.104,0.001968503937007874,1.1500000000000004,31,11,16,0.5333333333333333,968.6000000000003,-22800.0,49341.0,14770.064504820271,-14.6,218154805.4765517,14.6,72141.0,36783.95,200.0,69174.6,13552.449489852383,29057.9,183668887.175,200.0,68974.6,0,7,2.727272727272727
6283,85632,48,1784,Yes,F,monthly,south Moravia,0.747,9624,0.145,-0.0011111167484360652,0.71,47,16,38,0.4470588235294118,1175.7517647058824,-60800.0,49917.0,23579.22481372821,-17300.0,555979842.8163362,14.6,110717.0,65066.73529411768,800.0,156504.1,26945.910380677462,99938.7,726082086.2435014,800.0,155704.1,0,56,5.3125
6294,79920,60,1332,Yes,M,monthly,west Bohemia,1.0,10787,0.131,0.0012907086577216645,0.44999999999999973,41,15,29,0.30526315789473685,329.1747368421056,-24300.0,36634.5,12738.082800263792,-5984.0,162258753.42637625,14.6,60934.5,43846.97789473684,700.0,74199.5,11483.013284673825,31271.6,131859594.09599552,700.0,73499.5,0,23,6.333333333333333
6296,270384,48,5633,Yes,M,monthly,central Bohemia,0.41700000000000004,8980,0.111,-0.00014621437686091024,0.26,34,15,32,0.367816091954023,664.7712643678165,-30800.0,50696.0,18371.692077442156,33797.0,337519069.78835064,14.6,81496.0,47654.24482758614,700.0,91294.4,18202.53979303858,57835.1,331332454.9171532,700.0,90594.4,0,10,5.8
6297,17508,12,1459,Yes,M,monthly,central Bohemia,0.58,8754,0.137,0.0005933067581347919,0.47999999999999954,48,14,31,0.4305555555555556,667.0430555555557,-13300.0,17580.0,7200.266425798861,-720.0,51843836.60248631,14.6,30880.0,39290.618055555555,900.0,54432.3,9324.209981583175,48027.0,86940891.78065534,900.0,53532.3,0,32,5.142857142857143
6302,181020,60,3017,Yes,F,monthly,east Bohemia,0.59,9060,0.124,0.0007852574251155721,0.6599999999999999,30,18,37,0.3978494623655914,457.2688172043014,-19900.0,27150.0,10749.054975033838,18100.0,115542182.85629967,14.6,47050.0,34005.90645161289,500.0,60475.3,9801.680644529757,45526.0,96072943.45734924,500.0,59975.3,0,15,5.166666666666667
6303,72408,24,3017,No,F,after-transaction,west Bohemia,0.5920000000000001,8930,0.108,0.0024165416171340595,0.6800000000000002,37,4,9,0.6923076923076923,2797.223076923077,-32700.0,49634.0,20971.946825150095,-14000.0,439822553.6369231,96.5,82334.0,45099.26153846154,700.0,83619.5,19929.621714110985,36363.9,397189821.66756403,700.0,82919.5,0,12,3.25
6306,36684,12,3057,Yes,F,monthly,north Moravia,0.899,10177,0.081,0.0008059231850084271,1.12,16,21,50,0.4,280.7456000000001,-24480.0,18552.0,7018.160422794658,-5700.0,49254575.72008129,8.3,43032.0,30229.797600000005,700.0,50774.2,7937.353315967115,35093.0,63001577.66249419,700.0,50074.2,0,11,5.9523809523809526
6309,110136,24,4589,Yes,F,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,38,18,29,0.4603174603174603,646.7714285714293,-60700.0,45640.0,18815.813955214242,-4891.0,354034854.797235,14.6,106340.0,50815.80476190475,400.0,140542.8,29147.98491700158,40746.5,849605024.7217511,400.0,140142.8,0,8,3.5
6315,43164,12,3597,Yes,F,monthly,south Moravia,0.5379999999999999,8814,0.107,-0.00044954494177120704,0.9800000000000004,19,12,26,0.37681159420289856,454.3492753623184,-43700.0,57680.0,21714.197967456435,900.0,471506393.36988914,14.6,101380.0,68377.06376811591,800.0,120071.4,22291.65403318662,31349.9,496917839.5352855,800.0,119271.4,0,8,5.75
6316,76908,12,6409,No,F,monthly,central Bohemia,0.674,9753,0.109,0.004323083799777174,0.41000000000000014,48,16,42,0.4117647058823529,145.96568627450958,-52200.0,47434.0,19010.291202198227,7000.0,361391171.5923753,14.6,99634.0,52890.40392156865,1100.0,126002.8,23250.780434566495,14888.6,540598790.8164202,1100.0,124902.8,0,2,6.375
6336,212400,36,5900,Yes,F,weekly,north Bohemia,0.598,8965,0.104,0.001968503937007874,1.1500000000000004,27,12,31,0.43661971830985913,904.523943661972,-42900.0,48828.0,18249.048697769467,-33500.0,333027778.3735613,30.0,91728.0,51034.36197183098,300.0,133215.2,27309.501085647138,64221.1,745808849.5469618,300.0,132915.2,0,10,5.916666666666667
6342,60156,36,1671,No,M,monthly,south Bohemia,0.569,8427,0.107,0.00041519839030777913,0.41999999999999993,19,8,26,0.4642857142857143,1191.301785714286,-53600.0,49767.0,23126.58779759381,-53600.0,534839063.1598149,14.6,103367.0,72667.63571428569,400.0,159712.8,34206.987415175485,106112.8,1170117988.021974,400.0,159312.8,0,63,7.0
6354,22968,36,638,Yes,F,monthly,south Bohemia,0.569,8427,0.107,0.00041519839030777913,0.41999999999999993,46,4,10,0.9090909090909091,3530.090909090909,-3600.0,8200.0,4586.05344592811,8155.0,21031886.20890909,16.3,11800.0,23324.936363636363,1000.0,38831.0,11195.573958245528,38831.0,125340876.25454545,1000.0,37831.0,0,60,2.75
6356,95400,36,2650,Yes,M,weekly,central Bohemia,0.514,9307,0.118,0.004434404283801874,0.5799999999999996,22,9,22,0.46808510638297873,588.6595744680851,-33500.0,35760.0,16204.181715138946,-30.0,262575505.05724326,23.6,69260.0,41562.32340425532,200.0,92354.8,23576.743344256894,27667.0,555862826.720962,200.0,92154.8,0,10,5.222222222222222
6358,137880,60,2298,No,M,weekly,north Moravia,0.626,8994,0.11,-0.0020519896339144354,0.9900000000000002,31,16,38,0.42696629213483145,224.34719101123588,-20848.0,20684.0,8580.77908274293,-5100.0,73629769.66683862,30.0,41532.0,24523.07303370786,200.0,52658.4,11727.066048624869,19966.8,137524078.10881,200.0,52458.4,0,8,5.5625
6362,37908,12,3159,Yes,F,monthly,south Moravia,0.40700000000000003,8544,0.109,0.0012835648783702158,0.5700000000000001,19,15,31,0.40789473684210525,606.7592105263159,-22479.0,28431.0,11087.586234682192,-12300.0,122934568.51151404,14.1,50910.0,42164.027631578945,800.0,69530.4,12938.940496291016,46113.5,167416181.16655964,800.0,68730.4,0,14,5.066666666666666
6403,194880,48,4060,Yes,M,monthly,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,15,18,37,0.3274336283185841,274.3982300884959,-23532.0,36536.0,12633.435844494606,-14.6,159603701.23696116,14.6,60068.0,36421.42566371683,300.0,71138.8,13195.884796079004,31007.0,174131375.55138907,300.0,70838.8,0,7,6.277777777777778
6407,25944,24,1081,Yes,F,monthly,north Bohemia,0.856,9832,0.114,-0.008209018120522545,1.1600000000000006,34,8,19,0.5135135135135135,1875.6486486486483,-29900.0,36289.5,15950.623795423275,24193.0,254422399.46312308,14.6,66189.5,56927.45405405403,600.0,80155.2,17426.036797826957,69398.9,303666758.4792192,600.0,79555.2,0,64,4.625
6421,96768,36,2688,Yes,F,monthly,north Bohemia,0.598,8965,0.104,0.001968503937007874,1.1500000000000004,28,12,28,0.42424242424242425,566.6136363636364,-64100.0,48172.0,20526.20937210155,-5200.0,421325271.1873497,13.4,112272.0,51611.34242424239,900.0,117830.9,22929.24381405384,37396.4,525750221.8843264,900.0,116930.9,0,13,5.5
6456,47016,12,3918,Yes,F,after-transaction,east Bohemia,0.735,8369,0.117,-0.0020938877995546053,0.52,35,8,22,0.5238095238095238,1399.366666666666,-51800.0,47705.0,18411.845320199693,-14581.0,338996048.0949594,32.8,99505.0,60382.085714285706,200.0,112901.6,23888.321559448163,58773.2,570651906.9275959,200.0,112701.6,0,15,5.25
6460,48672,36,1352,Yes,F,monthly,south Moravia,0.33899999999999997,8743,0.111,0.001496414971790986,0.5500000000000003,46,14,34,0.35051546391752575,238.24845360824742,-5880.0,12100.0,2648.5272061056794,-14.6,7014696.361481958,14.6,17980.0,23050.189690721647,300.0,33484.4,5423.587576531727,23110.0,29415302.200309277,300.0,33184.4,0,17,6.928571428571429
6461,74124,36,2059,Yes,F,weekly,central Bohemia,0.58,8754,0.137,0.0005933067581347919,0.47999999999999954,57,17,39,0.319672131147541,210.3139344262296,-43200.0,49816.0,15987.369531185042,-1080.0,255595984.52666372,30.0,93016.0,54371.29918032791,400.0,159765.9,30062.389743314227,25658.0,903747277.0789248,400.0,159365.9,0,12,7.176470588235294
6471,155640,24,6485,Yes,F,monthly,central Bohemia,0.514,9307,0.118,0.004434404283801874,0.5799999999999996,53,14,27,0.2571428571428571,385.6628571428572,-21700.0,34486.0,10223.163061469557,-14.6,104513062.98139562,14.6,56186.0,45183.34952380955,500.0,72838.9,13513.4703010347,40494.6,182613879.5769469,500.0,72338.9,0,6,7.5
6474,63360,60,1056,Yes,M,monthly,east Bohemia,0.608,8208,0.155,0.006117460527185043,0.3699999999999999,39,21,49,0.4117647058823529,215.42352941176483,-7300.0,12138.0,4587.227469071161,-14.6,21042655.853000995,14.6,19438.0,29108.363865546195,700.0,40733.8,6107.706916241164,25635.0,37304083.77470019,700.0,40033.8,0,24,5.666666666666667
6499,80952,24,3373,Yes,M,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,48,11,22,0.4074074074074074,532.3944444444447,-22400.0,30354.0,11890.461827732386,150.2,141383082.47676095,13.5,52754.0,33312.53888888891,1100.0,67529.6,12270.895742079612,28763.7,150574882.31298742,1100.0,66429.6,0,8,4.909090909090909
6501,30276,12,2523,No,F,monthly,south Bohemia,0.67,9104,0.123,0.000532187678403824,0.5599999999999998,57,12,58,0.6304347826086957,270.9847826086956,-18500.0,22708.0,8435.087354732237,-18500.0,71150698.68196371,14.6,41208.0,31318.87282608695,1000.0,58621.4,12216.3463270595,24930.3,149239117.58266005,1000.0,57621.4,0,9,7.666666666666667
6509,55368,24,2307,Yes,F,monthly,south Moravia,0.747,9624,0.145,-0.0011111167484360652,0.71,54,12,47,0.47959183673469385,126.67959183673464,-34100.0,48139.0,13447.74775955936,10100.0,180841919.8047338,14.6,82239.0,46061.31938775505,200.0,113350.7,24131.83891162098,12414.4,582345649.2564243,200.0,113150.7,0,5,8.166666666666666
6512,63312,48,1319,Yes,F,monthly,west Bohemia,0.5920000000000001,8930,0.108,0.0024165416171340595,0.6800000000000002,38,13,35,0.4268292682926829,348.2121951219513,-4600.0,10500.0,2812.955489695835,900.0,7912718.587009936,14.6,15100.0,22551.77926829271,500.0,31462.9,5522.432869014776,28553.5,30497264.792774763,500.0,30962.9,0,21,6.3076923076923075
6520,91200,24,3800,Yes,F,monthly,north Bohemia,0.899,10446,0.09,-0.0017014888027023646,2.0600000000000005,38,8,18,0.5,908.7555555555557,-22100.0,34198.0,14394.25999025692,22799.0,207194720.6671111,14.6,56298.0,32558.533333333333,700.0,76736.9,15743.433555304437,32715.3,247855700.11028573,700.0,76036.9,0,8,4.5
6526,288468,36,8013,Yes,F,monthly,south Moravia,0.505,8288,0.11,-0.0011790135586559245,0.7299999999999995,36,5,14,0.8235294117647058,2872.9705882352946,-23300.0,30950.0,13521.186598712626,26.1,182822487.0372059,6.4,54250.0,36999.52352941177,600.0,71939.2,16205.72181108147,48665.3,262625419.41816175,600.0,71339.2,0,6,3.4
6535,41952,12,3496,Yes,M,monthly,east Bohemia,0.763,9425,0.125,-0.0011986110939488676,0.78,22,14,31,0.29523809523809524,234.97904761904778,-25400.0,31462.0,9988.010979859182,134.4,99760363.33378756,14.6,56862.0,41502.025714285715,500.0,71527.0,13263.348751707794,24687.4,175916420.10942855,500.0,71027.0,0,7,7.5
6540,309600,48,6450,Yes,M,weekly,north Moravia,0.626,8994,0.11,-0.0020519896339144354,0.9900000000000002,20,11,22,0.39285714285714285,633.7142857142854,-34700.0,58052.0,23275.074268014916,-22389.0,541729082.1816105,30.0,92752.0,58185.589285714275,400.0,112363.1,20963.728475446504,35488.1,439477911.5922467,400.0,111963.1,0,5,5.090909090909091
6545,191880,60,3198,Yes,M,monthly,south Bohemia,0.67,9104,0.123,0.000532187678403824,0.5599999999999998,46,9,35,0.40229885057471265,902.5413793103446,-59200.0,46829.0,18802.118055294854,12269.0,353519643.36524457,14.6,106029.0,53685.78620689651,400.0,128539.4,26747.651934377307,78521.0,715436884.0025983,400.0,128139.4,0,24,9.666666666666666
6546,31728,24,1322,Yes,M,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,44,18,41,0.3504273504273504,280.36666666666684,-19680.0,22267.5,7906.576424876559,-3240.0,62513950.7624138,14.6,41947.5,31139.747863247834,600.0,56122.8,9913.02291629028,32802.7,98268023.33889626,600.0,55522.8,0,24,6.5
6550,320592,48,6679,Yes,F,monthly,south Moravia,0.40700000000000003,8544,0.109,0.0012835648783702158,0.5700000000000001,25,15,30,0.3409090909090909,785.780681818182,-46600.0,60108.0,21262.713062908962,-5800.0,452102966.79559946,14.6,106708.0,60781.306818181794,500.0,117827.8,21161.10823723557,69148.6,447792501.827999,500.0,117327.8,0,10,5.866666666666666
6577,51696,24,2154,Yes,F,monthly,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,26,13,44,0.43137254901960786,374.53235294117627,-59600.0,46889.0,21241.171900965554,-9500.0,451187383.72636867,14.6,106489.0,58226.50490196077,600.0,124339.4,26115.030058226144,38202.2,681994794.942055,600.0,123739.4,0,17,7.846153846153846
6578,27984,12,2332,Yes,M,weekly,east Bohemia,0.619,8363,0.108,0.0016905015394354445,0.9700000000000002,46,17,30,0.39473684210526316,241.84736842105266,-25700.0,47513.0,12496.861912693374,-8217.0,156171557.66492632,30.0,73213.0,30639.863157894713,500.0,82352.4,16237.333801572568,18380.5,263651008.98369122,500.0,81852.4,0,7,4.470588235294118
6580,196080,48,4085,Yes,M,monthly,west Bohemia,0.855,8624,0.102,0.003649092302588682,0.8700000000000001,35,7,20,0.425531914893617,1848.029787234043,-35700.0,46888.0,16576.270274321494,-4900.0,274772736.2073543,14.6,82588.0,49143.96595744681,900.0,97457.4,23182.39661204049,86857.4,537423512.6779463,900.0,96557.4,0,21,6.714285714285714
6585,372120,60,6202,Yes,M,monthly,south Moravia,0.747,9624,0.145,-0.0011111167484360652,0.71,51,21,71,0.4127906976744186,270.8174418604653,-63300.0,48768.0,21258.89169377205,-12800.0,451940476.04753023,14.6,112068.0,64044.04593023261,500.0,128495.4,25895.9123556906,46580.5,670598276.7336091,500.0,127995.4,0,7,8.19047619047619
6589,189696,24,7904,Yes,M,weekly,south Bohemia,0.527,8402,0.12,0.0019444660496227735,0.8500000000000001,50,9,30,0.33707865168539325,995.867415730337,-57600.0,49775.0,19185.851320864356,210.9,368096890.9063126,30.0,107375.0,54137.10561797752,700.0,125386.9,23400.63444036177,88662.1,547589692.2114453,700.0,124686.9,0,11,9.88888888888889
6591,20832,48,434,Yes,M,monthly,north Bohemia,0.598,8965,0.104,0.001968503937007874,1.1500000000000004,46,18,47,0.31125827814569534,118.360927152318,-19700.0,13251.0,4276.905237419124,68.5,18291918.409863137,14.6,32951.0,21368.909933774863,500.0,41997.9,5923.774708486194,17887.1,35091106.79690067,500.0,41497.9,0,41,8.38888888888889
6594,189696,24,7904,No,F,monthly,south Moravia,0.519,8441,0.115,0.0033712028777238504,1.0300000000000002,24,4,5,1.0,4500.0,600.0,11500.0,4623.310502226733,2200.0,21375000.0,600.0,10900.0,14900.0,600.0,22500.0,8889.038193190532,22500.0,79015000.0,600.0,21900.0,0,2,1.25
6596,91584,24,3816,Yes,F,monthly,north Bohemia,0.847,8705,0.116,0.001562301441951905,1.8600000000000003,42,7,14,0.45161290322580644,1607.8387096774193,-30600.0,47906.0,21422.380148412976,-27900.0,458918371.22311825,14.6,78506.0,50765.41612903225,1000.0,83039.4,18234.74108903289,49842.9,332505782.5840645,1000.0,82039.4,0,13,4.428571428571429
6598,68112,12,5676,Yes,F,monthly,north Bohemia,0.805,8867,0.13,0.0026586157173756307,0.18999999999999995,17,17,37,0.25170068027210885,268.13809523809533,-42100.0,57164.0,17044.76002469667,-7500.0,290523844.2994977,14.6,99264.0,47220.13401360543,300.0,111588.8,19532.468493474174,39416.1,381517325.44856113,300.0,111288.8,0,6,8.647058823529411
6599,72120,12,6010,Yes,F,monthly,east Bohemia,0.619,8363,0.108,0.0016905015394354445,0.9700000000000002,44,20,40,0.39215686274509803,966.9794117647052,-50700.0,54092.0,21452.914456134986,-7000.0,460227538.6622453,14.6,104792.0,75686.06568627457,1000.0,109338.9,20598.00230804139,98631.7,424277699.0820782,1000.0,108338.9,0,16,5.1
6600,21852,36,607,Yes,M,monthly,north Bohemia,0.877,9675,0.1,-0.0010619949535277395,1.25,40,6,12,0.6666666666666666,2383.294444444445,-18100.0,27736.5,13297.319828113626,-26.0,176818714.6111438,14.6,45836.5,38509.05,700.0,60863.2,15001.855573002804,42899.4,225055670.63323525,700.0,60163.2,0,70,3.0
6613,84120,24,3505,Yes,F,weekly,north Moravia,0.484,8173,0.124,-0.03675766563134911,4.185,46,3,12,0.631578947368421,3365.9421052631583,-36300.0,47952.0,21047.20841107532,13484.0,442984981.8992397,30.0,84252.0,56910.689473684215,900.0,89570.9,24271.624057983947,45528.9,589111734.4121051,900.0,88670.9,0,12,6.333333333333333
6624,71460,12,5955,Yes,M,monthly,south Moravia,0.33899999999999997,8743,0.111,0.001496414971790986,0.5500000000000003,49,10,20,0.46511627906976744,1784.211627906977,-24300.0,48487.0,15446.517466147652,34197.0,238594901.83200446,14.6,72787.0,47991.530232558136,200.0,82549.0,19235.72960061234,53022.0,370013293.26787376,200.0,82349.0,0,8,4.3
6642,77640,12,6470,Yes,M,weekly,west Bohemia,0.43799999999999994,8561,0.11,0.0014562096941959641,0.64,26,11,22,0.36666666666666664,513.7649999999996,-35000.0,58227.0,20304.337007709768,-6000.0,412266101.3226525,30.0,93227.0,55570.30499999995,700.0,117489.5,23174.95183686821,30825.8,537078392.641161,700.0,116789.5,0,4,5.454545454545454
6644,93600,24,3900,Yes,M,monthly,central Bohemia,0.5529999999999999,8899,0.149,-0.006146734854445318,0.5800000000000001,24,10,21,0.38181818181818183,477.01636363636385,-42900.0,45287.0,14785.065939027592,-3231.0,218598174.8213939,14.6,88187.0,40078.70727272725,900.0,96108.3,21469.630340267242,26235.8,460945026.9477239,900.0,95208.3,0,6,5.5
6645,140400,36,3900,Yes,M,monthly,north Moravia,1.0,10673,0.1,-0.0013431315033809862,0.6900000000000004,53,13,22,0.4888888888888889,628.26,-63200.0,44739.0,19380.17457458899,-5100.0,375591166.54154545,14.6,107939.0,43563.61999999999,400.0,115000.2,18981.79097613385,28271.8,360308388.6616363,400.0,114600.2,0,7,3.4615384615384617
6647,208320,48,4340,Yes,F,weekly,west Bohemia,0.5920000000000001,8930,0.108,0.0024165416171340595,0.6800000000000002,26,16,33,0.38823529411764707,519.8023529411764,-29700.0,39060.0,14500.177189565788,-30.0,210255138.52880394,30.0,68760.0,43944.88941176475,200.0,82981.9,16039.860835602089,44183.1,257277135.62548178,200.0,82781.9,0,10,5.3125
6650,49320,12,4110,No,F,after-transaction,west Bohemia,0.8,8991,0.128,0.0006117305449295695,0.6199999999999999,48,5,17,0.3469387755102041,319.869387755102,-62700.0,45628.0,17673.643380683712,-11567.0,312357670.34758496,100.0,108328.0,46576.27755102041,900.0,126833.0,24439.877180919786,15673.6,597307596.618444,900.0,125933.0,0,3,9.8
6659,56100,60,935,Yes,M,monthly,south Moravia,1.0,9897,0.14,-6.450447661067678e-05,0.3599999999999999,37,13,28,0.4117647058823529,226.5779411764704,-10700.0,13986.0,5610.398800145166,-6216.0,31476574.696670324,14.6,24686.0,20158.00147058824,1000.0,45346.1,8426.832211799325,15407.2,71011501.1258187,1000.0,44346.1,0,16,5.230769230769231
6667,155880,24,6495,Yes,F,monthly,north Bohemia,0.623,9065,0.123,0.00016665789519849832,0.9299999999999997,27,21,51,0.3591549295774648,313.8366197183097,-60700.0,49818.0,18418.33745229831,-8305.0,339235154.50673455,14.6,110518.0,63263.14718309857,1000.0,164648.6,26666.145799399845,44564.6,711083331.7948502,1000.0,163648.6,0,6,6.761904761904762
6668,74736,36,2076,Yes,M,monthly,east Bohemia,0.535,8390,0.132,0.0005390351271224508,0.6100000000000003,28,13,26,0.3880597014925373,496.17761194029873,-20000.0,30918.0,12019.83329243066,-10200.0,144476392.3778245,14.6,50918.0,37912.998507462675,700.0,62084.0,10605.68811295336,33243.7,112480620.34924017,700.0,61384.0,0,16,5.153846153846154
6676,29784,24,1241,Yes,F,monthly,west Bohemia,1.0,10787,0.131,0.0012907086577216645,0.44999999999999973,25,4,9,0.75,3160.016666666667,-11300.0,17241.0,8783.15395710689,-11300.0,77143793.43424244,59.4,28541.0,27626.08333333333,200.0,49220.3,13131.977125726578,37920.3,172448823.23060608,200.0,49020.3,0,30,3.0
6678,80340,12,6695,Yes,F,monthly,Prague,1.0,12541,0.167,0.01114566294286997,0.14,18,10,22,0.4230769230769231,1718.128846153846,-39200.0,61260.0,22922.615188792603,40840.0,525446287.0934652,14.6,100460.0,61531.59038461539,1100.0,122523.5,26678.258714234544,89342.6,711729488.0236313,1100.0,121423.5,0,13,5.2
